ISIN,Name,BSE,NSE,Fair Value,Industry
INE823G01014,JK Cement Limited,532644,JKCEMENT,10,Cement And Cement Products
INE576I01014,J.Kumar Infraprojects Limited,532940,JKIL,10,Construction And Engineering
INE786A01032,JK Lakshmi Cement Limited,500380,JKLAKSHMI,5,Cement And Cement Products
INE789E01012,JK Paper Limited,532162,JKPAPER,10,Paper And Paper Products
INE573A01034,JK Tyre & Industries Limited,530007,JKTYRE,10,Auto Tyres And Rubber Products
INE890A01016,JMC Projects (India)  Limited,522263,JMCPROJECT,10,Construction And Engineering
INE780C01023,JM Financial Limited,523405,JMFINANCIL,1,Other Financial Services
INE988E01010,JMT Auto Limited,513691,JMTAUTOLTD,10,Auto Parts And Equipment
INE455F01025,Jaiprakash Associates Limited,532532,JPASSOCIAT,2,Construction And Engineering
INE099J01015,Jaypee Infratech Limited,533207,JPINFRATEC,10,Roads And Highways
INE147P01019,Jindal Poly Investment and Finance Company Limited,536773,JPOLYINVST,10,Other Financial Services
INE351F01018,Jaiprakash Power Ventures Limited,532627,JPPOWER,10,Electric Utilities
INE220G01021,Jindal Stainless Limited,532508,JSL,2,Iron And Steel Products
INE121E01018,JSW Energy Limited,533148,JSWENERGY,10,Electric Utilities
INE824G01012,JSW Holdings Limited,532642,JSWHL,10,Finance (including NBFCs)
INE019A01020,JSW Steel Limited,500228,JSWSTEEL,10,Iron And Steel/Interm.Products
INE700A01033,Jubilant Life Sciences Limited,530019,JUBILANT,1,Pharmaceuticals
INE797F01012,Jubilant Foodworks Limited,533155,JUBLFOOD,10,Restaurants
INE645L01011,Jubilant Industries Limited,533320,JUBLINDS,10,Agrochemicals
INE699D01015,Jumbo Bag Limited,516078,JUMBO,10,Containers And Packaging
INE599M01018,Just Dial Limited,535648,JUSTDIAL,10,Publishing
INE430G01026,JVL Agro Industries Limited,519248,JVLAGRO,1,Edible Oils
INE668F01031,Jyothy Laboratories Limited,532926,JYOTHYLAB,1,Household Products
INE197A01024,Jyoti Structures Limited,513250,JYOTISTRUC,2,Heavy Electrical Equipment
INE900B01029,Kabra Extrusion Technik Limited,524109,KABRAEXTRU,5,Industrial Machinery
INE217B01028,Kajaria Ceramics Limited,500233,KAJARIACER,2,Furniture-Furnishing-Paints
INE437B01014,Kakatiya Cement Sugar & Industries Limited,500234,KAKATCEM,10,Cement And Cement Products
INE178D01010,Kalindee Rail Nirman (Engineers) Limited,522259,KALINDEE,10,Construction And Engineering
INE220B01022,Kalpataru Power Transmission Limited,522287,KALPATPOWR,2,Heavy Electrical Equipment
INE314G01014,Kalyani Forge Limited,513509,KALYANIFRG,10,Auto Parts And Equipment
INE967C01018,Kamat Hotels (I) Limited,526668,KAMATHOTEL,10,Hotels
INE879E01037,Kanani Industries Limited,506184,KANANIIND,1,Other Apparels And Accessories
INE292D01019,Kandagiri Spinning Mills Limited,521242,KANDAGIRI,10,Textiles
INE138C01024,Kanoria Chemicals & Industries Limited,506525,KANORICHEM,5,Commodity Chemicals
INE531A01016,Kansai Nerolac Paints Limited,500165,KANSAINER,10,Furniture-Furnishing-Paints
INE725L01011,Karma Energy Limited,533451,KARMAENG,10,Electric Utilities
INE727F01019,Karur K.C.P. Packkagings Limited,531363,KARURKCP,10,Containers And Packaging
INE036D01010,Karur Vysya Bank Limited,590003,KARURVYSYA,10,Banks
INE234I01010,Kaushalya Infrastructure Development Corporation Limited,532925,KAUSHALYA,10,Construction And Engineering
INE641C01019,Kavveri Telecom Products Limited,590041,KAVVERITEL,10,Telecom Equipment
INE920K01010,Kirloskar Brothers Investments Limited,533297,KBIL,10,Holding Companies
INE805C01028,KCP Limited,590066,KCP,1,Cement And Cement Products
INE790B01024,KCP Sugar and Industries Corporation Limited,533192,KCPSUGIND,1,Sugar
INE389H01022,KEC International Limited,532714,KEC,2,Heavy Electrical Equipment
INE134B01017,Kirloskar Electric Company Limited,533193,KECL,10,Other Elect.Equip./ Prod.
INE878B01027,KEI Industries Limited,517569,KEI,2,Other Elect.Equip./ Prod.
INE990B01012,Kemrock Industries and Exports Limited,526015,KEMROCK,10,Plastic Products
INE202H01019,Kernex Microsystems (India) Limited,532686,KERNEX,10,Transport Related Services
INE133B01019,Kesar Enterprises Limited,507180,KESARENT,10,Sugar
INE087A01019,Kesoram Industries Limited,502937,KESORAMIND,10,Diversified
INE681C01015,Keynote Corporate Services Limited,512597,KEYCORPSER,10,Finance (including NBFCs)
INE438H01019,Kingfisher Airlines Limited,532747,KFA,10,Airlines
INE299C01024,Karuturi Global Limited,531687,KGL,1,Other Agricultural Products
INE761A01019,Khaitan Electricals Limited,504269,KHAITANELE,10,Household Appliances
INE731C01018,Khaitan (India) Limited,590068,KHAITANLTD,10,Comm.Trading  And Distribution
INE060B01014,Khandwala Securities Limited,531892,KHANDSE,10,Other Financial Services
INE029L01018,Kalyani Investment Company Limited,533302,KICL,10,Investment Companies
INE390H01012,Kamdhenu Ispat Limited,532741,KIL,10,Iron And Steel/Interm.Products
INE729D01010,Kilitch Drugs (India) Limited,524500,KILITCH,10,Pharmaceuticals
INE415I01015,Kiri Industries Limited,532967,KIRIINDUS,10,Specialty Chemicals
INE732A01036,Kirloskar Brothers Limited,500241,KIRLOSBROS,2,Industrial Machinery
INE146L01010,Kirloskar Oil Engines Limited,533293,KIRLOSENG,2,Auto Parts And Equipment
INE250A01039,Kirloskar Industries Limited,500243,KIRLOSIND,10,Industrial Machinery
INE602G01020,Kitex Garments Limited,521248,KITEX,1,Other Apparels And Accessories
INE147B01019,Kitply Industries Limited,502595,KITPLYIND,10,0
INE401H01017,Kewal Kiran Clothing Limited,532732,KKCL,10,Other Apparels And Accessories
INE014E01015,KLRF Limited,507598,KLRF,10,Textiles
INE157H01023,K.M.Sugar Mills Limited,532673,KMSUGAR,2,Sugar
INE634I01011,KNR Constructions Limited,532942,KNRCON,10,Construction And Engineering
INE080B01012,Kohinoor Foods Limited,512559,KOHINOOR,10,Other Agricultural Products
INE760A01029,Kokuyo Camlin Limited,523207,KOKUYOCMLN,1,Non-Durable Household Prod.
INE094I01018,Kolte - Patil Developers Limited,532924,KOLTEPATIL,10,Realty
INE746A01010,KDL Biotech Limited,532291,KOPDRUGS,10,Pharmaceuticals
INE082A01010,Kopran Limited,524280,KOPRAN,10,Pharmaceuticals
INE237A01028,Kotak Mahindra Bank Limited,500247,KOTAKBANK,5,Banks
INE720A01015,Kothari Petrochemicals Limited,532096,KOTHARIPET,10,0
INE823A01017,Kothari Products Limited,530299,KOTHARIPRO,10,Comm.Trading  And Distribution
INE177F01017,Kovai Medical Center & Hospital Limited,523323,KOVAI,10,Healthcare Services
INE836A01035,KPIT Technologies Limited,532400,KPIT,2,IT Consulting And Software
INE930H01015,K.P.R. Mill Limited,532889,KPRMILL,10,Textiles
INE001B01026,KRBL Limited,530813,KRBL,1,Packaged Foods
INE409C01011,Krishna Engineering Works Limited,522173,KRISHNAENG,10,Auto Parts And Equipment
INE479D01038,Kriti Industries (India) Limited,526423,KRITIIND,1,Plastic Products
INE999A01015,KSB Pumps Limited,500249,KSBPUMPS,10,Industrial Machinery
INE455I01029,Kaveri Seed Company Limited,532899,KSCL,2,Other Agricultural Products
INE953E01014,KSE Limited,519421,KSE,10,Packaged Foods
INE216D01018,KSS Limited,532081,KSERASERA,10,Movies And Entertainment
INE143H01015,KSK Energy Ventures Limited,532997,KSK,10,Electric Utilities
INE907A01026,Kalyani Steels Limited,500235,KSL,5,Iron And Steel/Interm.Products
INE096L01017,Kesar Terminals & Infrastructure Limited,533289,KTIL,10,Transportation - Logistics
INE614B01018,The Karnataka Bank Limited,532652,KTKBANK,10,Banks
INE775B01025,kwality limited,531882,KWALITY,1,Packaged Foods
INE498L01015,L&T Finance Holdings Limited,533519,L&TFH,10,Finance (including NBFCs)
INE651C01018,Lakshmi Precision Screws Limited,506079,LAKPRE,10,Iron And Steel Products
INE992B01026,Lakshmi Energy and Foods Limited,519570,LAKSHMIEFL,2,Other Agricultural Products
INE938C01019,The Lakshmi Mills Company Limited,502958,LAKSHMIMIL,100,Textiles
INE694C01018,Lakshmi Vilas Bank Limited,534690,LAKSHVILAS,10,Banks
INE943C01027,Lanco Industries Limited,513605,LANCOIN,10,Iron And Steel Products
INE059D01020,La Opala RG Limited,526947,LAOPALA,2,Houseware
INE269B01029,Lakshmi Machine Works Limited,500252,LAXMIMACH,10,Industrial Machinery
INE938A01021,LCC Infotech Limited,532019,LCCINFOTEC,2,IT Software Products
INE337A01034,LG Balakrishnan & Bros Limited,500250,LGBBROSLTD,10,Auto Parts And Equipment
INE201J01017,LGB Forge Limited,533007,LGBFORGE,1,Other Industrial Products
INE557B01019,Liberty Shoes Limited,526596,LIBERTSHOE,10,Footwear
INE115A01026,LIC Housing Finance Limited,500253,LICHSGFIN,2,Housing Finance 
INE473A01011,Linde India Limited,523457,LINDEINDIA,10,Industrial Gases
INE785C01048,Lanco Infratech Limited,532778,LITL,1,Electric Utilities
INE245C01019,Lloyd Electric & Engineering Limited,517518,LLOYDELENG,10,Industrial Machinery
INE862A01015,LML Limited,500255,LML,10,2/3 Wheelers
INE848A01014,Logix Microsystems Limited,532341,LOGIXMICRO,10,IT Consulting And Software
INE397H01017,Lokesh Machines Limited,532740,LOKESHMACH,10,Industrial Machinery
INE947I01017,Lotus Eye Care Hospital Limited,532998,LOTUSEYE,10,Healthcare Facilities
INE597L01014,Lovable Lingerie Limited,533343,LOVABLE,10,Other Apparels And Accessories
INE197J01017,Landmark Property Development Company Limited,533012,LPDC,1,Realty
INE018A01030,Larsen & Toubro Limited,500510,LT,2,Construction And Engineering
INE547G01019,Lumax Automotive Systems Limited,532537,LUMAXAUTO,10,Auto Parts And Equipment
INE162B01018,Lumax Industries Limited,517206,LUMAXIND,10,Auto Parts And Equipment
INE872H01019,Lumax Auto Technologies Limited,532796,LUMAXTECH,10,Auto Parts And Equipment
INE326A01037,Lupin Limited,500257,LUPIN,2,Pharmaceuticals
INE326A01037,Lupin Limited,500257,LUPIN,2,Pharmaceuticals
INE933A01014,Lyka Labs Limited,500259,LYKALABS,10,Pharmaceuticals
INE142K01011,Lypsa Gems & Jewellery Limited,534532,LYPSAGEMS,10,Other Apparels And Accessories
INE101A01026,Mahindra & Mahindra Limited,500520,M&M,5,Cars And Utility Vehicles
INE774D01024,Mahindra & Mahindra Financial Services Limited,532720,M&MFIN,2,Finance (including NBFCs)
INE215I01019,Maan Aluminium Limited,532906,MAANALU,10,Construction And Engineering
INE925C01016,Madhav Marbles and Granites Limited,515093,MADHAV,10,Construction Materials
INE378D01032,Madhucon Projects Limited,531497,MADHUCON,1,Construction And Engineering
INE414A01015,Madras Fertilizers Limited,532168,MADRASFERT,10,0
INE511C01022,Magma Fincorp Limited,524000,MAGMA,2,Finance (including NBFCs)
INE387I01016,Magnum Ventures Limited,532896,MAGNUM,10,Paper And Paper Products
INE457A01014,Bank of Maharashtra,532525,MAHABANK,10,Banks
INE536H01010,Mahindra CIE Automotive Limited,532756,MAHINDCIE,10,Other Industrial Products
INE850A01010,Mahindra Ugine Steel Company Limited,504823,MAHINDUGIN,10,Iron And Steel/Interm.Products
INE813A01018,Mahindra Lifespace Developers Limited,532313,MAHLIFE,10,Realty
INE288A01013,Maharashtra Scooters Limited,500266,MAHSCOOTER,10,2/3 Wheelers
INE271B01025,Maharashtra Seamless Limited,500265,MAHSEAMLES,5,Construction And Engineering
INE683C01011,Maithan Alloys Limited,590078,MAITHANALL,10,Iron And Steel/Interm.Products
INE432P01015,Marico Kaya Enterprises Limited,538503,MAKE,10,Diversified
INE383H01017,Malu Paper Mills Limited,532728,MALUPAPER,10,Paper And Paper Products
INE272B01015,Malwa Cotton Spg. Mills Limited,502995,MALWACOTT,10,Textiles
INE015D01022,Manaksia Limited,532932,MANAKSIA,2,Containers And Packaging
INE201A01024,Manali Petrochemicals Limited,500268,MANALIPETC,5,Petrochemicals
INE522D01027,Manappuram Finance Limited,531213,MANAPPURAM,2,Finance (including NBFCs)
INE087J01010,Mandhana Industries Limited,533204,MANDHANA,10,Textiles
INE584F01014,Mangalam Drugs And Organics Limited,532637,MANGALAM,10,Pharmaceuticals
INE558B01017,Mangalore Chemicals & Fertilizers Limited,530011,MANGCHEFER,10,Fertilizers
INE347A01017,Mangalam Cement Limited,502157,MANGLMCEM,10,Cement And Cement Products
INE805B01012,Mangalam Timber Products Limited,516007,MANGTIMBER,10,Forest Products
INE993A01026,Man Industries (India) Limited,513269,MANINDS,5,Construction And Engineering
INE949H01023,Man Infraconstruction Limited,533169,MANINFRA,2,Construction And Engineering
INE320D01018,Manjeera Constructions Limited,533078,MANJEERA,10,Realty
INE435H01015,Manjushree Technopack Limited,532950,MANJUSHREE,10,Containers And Packaging
INE867A01022,Manugraph India Limited,505324,MANUGRAPH,2,Industrial Machinery
INE882A01013,Maral Overseas Limited,521018,MARALOVER,10,Textiles
INE941E01019,Marg Limited,530543,MARG,10,Realty
INE196A01026,Marico Limited,531642,MARICO,1,Personal Products
INE750C01026,Marksans Pharma Limited,524404,MARKSANS,1,Pharmaceuticals
INE585B01010,Maruti Suzuki India Limited,532500,MARUTI,5,Cars And Utility Vehicles
INE585B01010,Maruti Suzuki India Limited,532500,MARUTI,5,Cars And Utility Vehicles
INE759A01021,Mastek Limited,523704,MASTEK,5,IT Software Products
INE636A01039,Mawana Sugars Limited,523371,MAWANASUG,10,Sugar
INE180A01020,Max India Limited,500271,MAX,2,Plastic Products
INE450G01024,Maxwell Industries Limited,532613,MAXWELL,2,Comm.Trading  And Distribution
INE040D01038,Mayur Uniquoters Ltd,522249,MAYURUNIQ,5,Textiles
INE748A01016,Mcnally Bharat Engineering Company Limited,532629,MBECL,10,Construction And Engineering
INE912H01013,MBL Infrastructures Limited,533152,MBLINFRA,10,Construction And Engineering
INE836H01014,McDowell Holdings Limited,532852,MCDHOLDING,10,Investment Companies
INE854D01016,United Spirits Limited,532432,MCDOWELL-N,10,Breweries And Distilleries
INE942G01012,Mcleod Russel India Limited,532654,MCLEODRUSS,5,Tea And Coffee
INE745G01035,Multi Commodity Exchange of India Limited,534091,MCX,10,Other Financial Services
INE745G01035,Multi Commodity Exchange of India Limited,534091,MCX,10,Other Financial Services
INE933B01012,Megasoft Limited,532408,MEGASOFT,10,IT Software Products
INE974H01013,Meghmani Organics Limited,532865,MEGH,1,Specialty Chemicals
INE817A01019,Melstar Information Technologies Limited,532307,MELSTAR,10,IT Software Products
INE934B01028,Mercator Limited,526235,MERCATOR,1,Diversified
INE199A01012,Merck Limited,500126,MERCK,10,Pharmaceuticals
INE592I01029,Metkore Alloys & Industries Limited,532990,METKORE,2,Iron And Steel/Interm.Products
INE998I01010,Mahindra Holidays & Resorts India Limited,533088,MHRIL,10,Hotels
INE287C01029,MIC Electronics Limited,532850,MIC,2,Electronic Components
INE019J01013,Microsec Financial Services Limited,533259,MICROSEC,10,Other Financial Services
INE405E01015,Minda Industries Limited,532539,MINDAIND,10,Auto Parts And Equipment
INE018I01017,MindTree Limited,532819,MINDTREE,10,IT Consulting And Software
INE831A01028,MIRC Electronics Limited,500279,MIRCELECTR,1,Consumer Electronics
INE771A01026,Mirza International Limited,526642,MIRZAINT,2,Footwear
INE227C01017,MM Forgings Limited,522241,MMFL,10,Other Industrial Products
INE123F01029,MMTC Limited,513377,MMTC,1,Comm.Trading  And Distribution
INE200D01020,Media Matrix Worldwide Limited,512267,MMWL,1,Movies And Entertainment
INE954E01012,Mohit Industries Limited,531453,MOHITIND,10,Textiles
INE490G01020,MOIL Limited,533286,MOIL,10,Mining
INE743C01013,Monnet Ispat and Energy Limited,513446,MONNETISPA,10,Iron And Steel/Interm.Products
INE274B01011,Monsanto India Limited,524084,MONSANTO,10,Agrochemicals
INE161G01027,Morarjee Textiles Limited,532621,MORARJEE,7,Textiles
INE083A01026,Morepen Laboratories Limited,500288,MOREPENLAB,2,Pharmaceuticals
INE739A01015,Moser-Baer (I) Limited,517140,MOSERBAER,10,Storage Media And Peripherals
INE775A01035,Motherson Sumi Systems Limited,517334,MOTHERSUMI,1,Auto Parts And Equipment
INE338I01027,Motilal Oswal Financial Services Limited,532892,MOTILALOFS,1,Finance (including NBFCs)
INE861B01015,The Motor & General Finance Limited,501343,MOTOGENFIN,10,Finance (including NBFCs)
INE356A01018,MphasiS Limited,526299,MPHASIS,10,IT Consulting And Software
INE943D01017,MPS Limited,532440,MPSLTD,10,Comm.Printing/Stationery
INE883A01011,MRF Limited,500290,MRF,10,Auto Tyres And Rubber Products
INE398B01018,MRO-TEK Limited,532376,MRO-TEK,5,Telecom Equipment
INE103A01014,Mangalore Refinery and Petrochemicals Limited,500109,MRPL,10,Refineries/ Petro-Products
INE752G01015,MSP Steel & Power Limited,532650,MSPL,10,Iron And Steel Products
INE472M01018,MT Educare Limited,534312,MTEDUCARE,10,Education
INE153A01019,Mahanagar Telephone Nigam Limited,500108,MTNL,10,Telecom Services
INE311H01018,Mudra Lifestyle Limited,532820,MUDRA,10,Textiles
INE022B01014,Mukand Engineers Limited,532097,MUKANDENGG,10,Construction And Engineering
INE304A01026,Mukand Limited,500460,MUKANDLTD,10,Iron And Steel/Interm.Products
INE374B01019,Mukta Arts Limited,532357,MUKTAARTS,5,Movies And Entertainment
INE672B01032,Munjal Auto Industries Limited,520059,MUNJALAU,2,Auto Parts And Equipment
INE577A01027,Munjal Showa Limited,520043,MUNJALSHOW,2,Auto Parts And Equipment
INE806B01028,Murli Industries Limited,519323,MURLIIND,2,Edible Oils
INE692B01014,Murudeshwar Ceramics Limited,515037,MURUDCERA,10,Furniture-Furnishing-Paints
INE414G01012,Muthoot Finance Limited,533398,MUTHOOTFIN,10,Finance (including NBFCs)
INE744I01034,MVL Limited,532991,MVL,1,Realty
INE651A01020,State Bank of Mysore,532200,MYSOREBANK,10,Banks
INE453M01018,Nagarjuna Oil Refinery Limited,534184,NAGAROIL,1,Exploration And Production
INE245I01016,Nagreeka Capital & Infrastructure Limited,532895,NAGREEKCAP,5,Investment Companies
INE123B01028,Nagreeka Exports Limited,521109,NAGREEKEXP,5,Textiles
INE049I01012,Nahar Capital and Financial Services Limited,532952,NAHARCAP,5,Investment Companies
INE289A01011,Nahar Industrial Enterprises Limited,519136,NAHARINDUS,10,Textiles
INE308A01027,Nahar Poly Films Limited,523391,NAHARPOLY,5,Textiles
INE290A01027,Nahar Spinning Mills Limited,500296,NAHARSPING,5,Textiles
INE559B01023,Nakoda Limited,521030,NAKODA,5,Textiles
INE987B01018,Natco Pharma Limited,524816,NATCOPHARM,10,Pharmaceuticals
INE448G01010,Nath Bio-Genes (India) Limited,537291,NATHBIOGEN,10,0
INE778A01021,Nath Seeds  Limited,526576,NATHSEED,10,Other Agricultural Products
INE139A01034,National Aluminium Company Limited,532234,NATIONALUM,5,Aluminium
INE088B01015,National Steel And Agro Industries Limited,513179,NATNLSTEEL,10,Iron And Steel/Interm.Products
INE663F01024,Info Edge (India) Limited,532777,NAUKRI,10,Internet And Catalogue Retail
INE048G01018,Navin Fluorine International Limited,532504,NAVINFLUOR,10,Commodity Chemicals
INE060A01024,Navneet Education Limited,508989,NAVNETEDUL,2,Publishing
INE095N01015,National Buildings Construction Corporation Limited,534309,NBCC,10,Realty
INE725A01022,Nava Bharat Ventures Limited,513023,NBVENTURES,2,Electric Utilities
INE868B01028,NCC Limited,500294,NCC,2,Construction And Engineering
INE732C01016,NCL Industries Limited,502168,NCLIND,10,Cement And Cement Products
INE846H01039,Nissan Copper Limited,532789,NCOPPER,10,Copper
INE875G01030,Nandan Denim Limited,532641,NDL,10,Textiles
INE155G01029,New Delhi Television Limited,532529,NDTV,4,Broadcasting And Cable TV
INE023H01027,Nectar Lifesciences Limited,532649,NECLIFE,1,Pharmaceuticals
INE874D01022,Neha International Limited,519560,NEHAINT,10,Other Agricultural Products
INE189I01024,Nelcast Limited,532864,NELCAST,2,Other Industrial Products
INE045B01015,NELCO Limited,504112,NELCO,10,IT Networking Equipment
INE851C01014,Neo Corp International Limited,523820,NEOCORP,10,Containers And Packaging
INE588A01016,NEPC India Limited,500301,NEPCMICON,10,Heavy Electrical Equipment
INE317F01027,Nesco Limited,505355,NESCO,10,Misc.Commercial Services
INE239A01016,Nestle India Limited,500790,NESTLEIND,10,Packaged Foods
INE553E01012,Net 4 India Limited,532912,NET4,10,Internet Software And Services
INE870H01013,Network18 Media & Investments Limited,532798,NETWORK18,5,Holding Companies
INE794A01010,Neuland Laboratories Limited,524558,NEULANDLAB,10,Pharmaceuticals
INE747B01016,Next Mediaworks Limited,532416,NEXTMEDIA,10,Publishing
INE589A01014,Neyveli Lignite Corporation Limited,513683,NEYVELILIG,10,Electric Utilities
INE870D01012,National Fertilizers Limited,523630,NFL,10,Fertilizers
INE848E01016,NHPC Limited,533098,NHPC,10,Electric Utilities
INE047O01014,NRB Industrial Bearings Limited,535458,NIBL,2,Other Industrial Goods
INE241C01026,Nicco Corporation Limited,590028,NICCO,2,Telecom Cables
INE161A01038,NIIT Limited,500304,NIITLTD,2,IT Training Services
INE591G01017,NIIT Technologies Limited,532541,NIITTECH,10,IT Consulting And Software
INE310A01015,Nilkamal Limited,523385,NILKAMAL,10,Plastic Products
INE567A01010,Indo-National Limited,504058,NIPPOBATRY,10,Non-Durable Household Prod.
INE858F01012,Nitco Limited,532722,NITCO,10,Furniture-Furnishing-Paints
INE639K01016,Nitesh Estates Limited,533202,NITESHEST,10,Realty
INE489H01020,Nitin Fire Protection Industries Limited,532854,NITINFIRE,2,Industrial Machinery
INE229H01012,Nitin Spinners Limited,532698,NITINSPIN,10,Textiles
INE584A01023,NMDC Limited,526371,NMDC,1,Mining
INE163A01018,NOCIL Limited,500730,NOCIL,10,Specialty Chemicals
INE141B01020,Noesis Industries Limited,530435,NOESISIND,10,Comm.Trading  And Distribution
INE781B01015,Noida Toll Bridge Company Limited,532481,NOIDATOLL,10,Roads And Highways
INE296D01010,National Oxygen Limited,507813,NOL,10,Industrial Gases
INE369C01017,Norben Tea & Exports Limited,519528,NORBTEAEXP,10,Tea And Coffee
INE460B01016,Novopan Industries Limited,500310,NOVOPANIND,10,Forest Products
INE349A01021,NRB Bearing Limited,530367,NRBBEARING,2,Industrial Machinery
INE953C01018,NRC Limited,503780,NRC,10,Textiles
INE023A01030,Nalwa Sons Investments Limited,532256,NSIL,10,Finance (including NBFCs)
INE733E01010,NTPC Limited,532555,NTPC,10,Electric Utilities
INE096B01018,Nucleus Software Exports Limited,531209,NUCLEUS,10,IT Software Products
INE318J01027,Nu Tek India Limited,533015,NUTEK,5,Other Telecom Services
INE093I01010,Oberoi Realty Limited,533273,OBEROIRLTY,10,Realty
INE290B01025,OCL India Limited,502165,OCL,2,Cement And Cement Products
INE881D01027,Oracle Financial Services Software Limited,532466,OFSS,5,IT Consulting And Software
INE274J01014,Oil India Limited,533106,OIL,10,Exploration And Production
INE591A01010,Oil Country Tubular Limited,500313,OILCOUNTUB,10,Oil Equipment And Services
INE196J01019,OCL Iron and Steel Limited,533008,OISL,1,Iron And Steel/Interm.Products
INE090B01011,Omax Autos Limited,520021,OMAXAUTO,10,Auto Parts And Equipment
INE800H01010,Omaxe Limited,532880,OMAXE,10,Realty
INE474L01016,Omkar Speciality Chemicals Limited,533317,OMKARCHEM,10,Specialty Chemicals
INE239D01028,OM Metals Infraprojects Limited,531092,OMMETALS,1,Construction And Engineering
INE810H01019,Omnitech Infosolutions Limited,532882,OMNITECH,10,IT Consulting And Software
INE912L01015,Onelife Capital Advisors Limited,533632,ONELIFECAP,10,Investment Companies
INE213A01029,Oil & Natural Gas Corporation Limited,500312,ONGC,5,Exploration And Production
INE809I01019,OnMobile Global Limited,532944,ONMOBILE,10,Other Telecom Services
INE229A01017,Onward Technologies Limited,517536,ONWARDTEC,10,IT Consulting And Software
INE808B01016,Opto Circuits (India) Limited,532391,OPTOCIRCUI,10,Medical Equipment
INE628H01015,Orbit Corporation Limited,532837,ORBITCORP,10,Realty
INE231G01010,Orbit Exports Limited,512626,ORBTEXP,10,Textiles
INE191A01019,Orchid Chemicals & Pharmaceuticals Limited,524372,ORCHIDCHEM,10,Pharmaceuticals
INE569C01020,Orient Abrasives Limited,504879,ORIENTABRA,1,Other Industrial Products
INE998H01012,Oriental Trimex Limited,532817,ORIENTALTL,10,Construction Materials
INE141A01014,Oriental Bank of Commerce,500315,ORIENTBANK,10,Banks
INE607D01018,Orient Bell Limited,530365,ORIENTBELL,10,Furniture-Furnishing-Paints
INE876N01018,Orient Cement Limited,535754,ORIENTCEM,1,Cement And Cement Products
INE750A01020,Oriental Hotels Limited,500314,ORIENTHOT,1,Hotels
INE609C01024,Orient Press Limited,526325,ORIENTLTD,10,Containers And Packaging
INE592A01026,Orient Paper & Industries Limited,502420,ORIENTPPR,1,Cement And Cement Products
INE743M01012,Orient Refractories Limited,534076,ORIENTREF,1,Other Industrial Goods
INE725E01024,The Orissa Minerals Development Company Limited,590086,ORISSAMINE,1,Mining
INE594A01014,The Oudh Sugar Mills Limited,507260,OUDHSUG,10,Sugar
INE766A01018,PAE Limited,517230,PAEL,10,Comm.Trading  And Distribution
INE761H01022,Page Industries Limited,532827,PAGEIND,10,Other Apparels And Accessories
INE218G01017,Palred Technologies Limited,532521,PALRED,5,IT Software Products
INE922B01023,Panacea Biotec Limited,531349,PANACEABIO,1,Biotechnology
INE305C01029,Panama Petrochem Limited,524820,PANAMAPET,2,Oil Marketing And Distribution
INE841C01015,Panasonic Appliances India Company Limited,523307,PANASONIC,10,Household Appliances
INE013E01017,Panasonic Carbon India Company Limited,508941,PANCARBON,10,Other Industrial Goods
INE316G01019,Panchsheel Organics Limited,531726,PANCHSHEEL,10,Pharmaceuticals
INE194B01029,Panoramic Universal Limited,531816,PANORAMUNI,5,IT Software Products
INE275B01026,Huhtamaki PPL Limited,509820,PAPERPROD,2,Containers And Packaging
INE618H01016,Parabolic Drugs Limited,533211,PARABDRUGS,10,Pharmaceuticals
INE074B01023,Paramount Communications Limited,530555,PARACABLES,2,Other Elect.Equip./ Prod.
INE620C01013,Parekh Aluminex Limited,532606,PARAL,10,Aluminium
INE702L01010,Paramount Printpackaging Limited,533399,PARAPRINT,10,Containers And Packaging
INE162C01024,Paras Petrofils Limited,521246,PARASPETRO,1,Textiles
INE353B01021,Parrys Sugar Industries Limited,500162,PARRYSUGAR,10,Sugar
INE561H01026,Parsvnath Developers Limited,532780,PARSVNATH,5,Realty
INE244B01030,Patel Engineering Limited,531120,PATELENG,1,Construction And Engineering
INE529D01014,Patel Integrated Logistics Limited,526381,PATINTLOG,10,Surface Transportation
INE790C01014,Patspin India Limited,514326,PATSPINLTD,10,Textiles
INE160H01019,PBA Infrastructure Limited,532676,PBAINFRA,10,Construction And Engineering
INE785M01013,PC Jeweller Limited,534809,PCJEWELLER,10,Other Apparels And Accessories
INE904D01019,Parenteral Drugs (India) Limited,524689,PDPL,10,Pharmaceuticals
INE111Q01013,PDS Multinational Fashions Limited,538730,PDSMFL,10,Comm.Trading  And Distribution
INE105C01023,Pudumjee Industries Limited,516092,PDUMJEIND,2,Paper And Paper Products
INE606A01024,Pudumjee Pulp & Paper Mills Limited,500343,PDUMJEPULP,2,Paper And Paper Products
INE844A01013,Pearl Polymers Limited,523260,PEARLPOLY,10,Containers And Packaging
INE140A01024,Piramal Enterprises Limited,500302,PEL,2,Pharmaceuticals
INE932A01024,Pennar Industries Limited,513228,PENIND,5,Iron And Steel/Interm.Products
INE932A01024,Pennar Industries Limited,513228,PENIND,5,Iron And Steel/Interm.Products
INE138A01028,Peninsula Land Limited,503031,PENINLAND,2,Realty
INE262H01013,Persistent Systems Limited,533179,PERSISTENT,10,IT Consulting And Software
INE742A01019,Petron Engineering Construction Limited,530381,PETRONENGG,10,Construction And Engineering
